Total itemsets found: 4897
Elapsed time: 5682ms
[64] - 514.22
[68] - 555.2199999999993
[47] - 561.5899999999999
[46] - 593.21
[7] - 625.9999999999998
[123] - 639.7499999999997
[88, 21] - 584.0994000000001
[79, 21] - 591.3639000000004
[94, 21] - 588.1841999999995
[36, 21] - 591.8744999999994
[90, 21] - 599.8233999999993
[55, 22] - 572.2591000000001
[22, 41] - 566.5232999999995
[22, 38] - 576.5353999999999
[22, 97] - 596.7493999999998
[22, 94] - 599.3989999999992
[22, 36] - 604.7612999999997
[22, 90] - 604.4610000000006
[44, 1] - 564.6075999999995
[44, 71] - 517.9348
[44, 67] - 555.5119000000002
[44, 41] - 534.1138999999995
[44, 97] - 622.6347999999987
[44, 94] - 594.5397999999996
[44, 36] - 588.9077
[44, 90] - 624.8185999999995
[2, 125] - 566.2590999999993
[24, 125] - 563.4760999999999
[125, 38] - 638.5596000000014
[125, 97] - 620.8170999999991
[125, 94] - 640.4320999999999
[36, 125] - 648.0973999999998
[125, 90] - 645.1415000000006
[23, 53] - 550.7477000000002
[104, 53] - 551.2951
[1, 53] - 552.5098000000002
[71, 53] - 534.4706000000004
[67, 53] - 578.7213999999998
[41, 53] - 567.4458999999995
[38, 53] - 580.6131000000005
[97, 53] - 531.5153000000004
[36, 128, 71, 94, 97] - 550.0906005281996
[90, 128, 71, 94, 97] - 549.5546636949002
[36, 90, 128, 71, 97] - 555.6775479724005
[36, 90, 128, 71, 94] - 549.9192607750992
[67, 38, 128, 41] - 553.9105624600012
[67, 128, 41, 97] - 556.2111815000002
[67, 128, 94, 41] - 553.0464475899998
[67, 36, 128, 41] - 559.4352417500013
[67, 90, 128, 41] - 555.3792266499997
[67, 38, 128, 94, 97] - 510.7891708117002
[67, 36, 38, 128, 97] - 516.6546752211001
[67, 38, 90, 128, 97] - 513.1028617116004
[67, 36, 38, 128, 94] - 512.8257039705004
[67, 38, 90, 128, 94] - 509.5198299252992
[67, 36, 38, 90, 128] - 515.6936853365
[67, 36, 128, 94, 97] - 563.9865028232007
[67, 90, 128, 94, 97] - 561.4120761440993
[67, 36, 90, 128, 97] - 567.9740597942016
[67, 36, 90, 128, 94] - 563.8931231074992
[38, 128, 94, 41, 97] - 512.6901256013997
[36, 38, 128, 41, 97] - 516.9255490892998
[38, 90, 128, 41, 97] - 512.1944550405993
[36, 38, 128, 94, 41] - 524.8338520531992
[38, 90, 128, 94, 41] - 526.454988843401
[36, 38, 90, 128, 41] - 525.3439665004004
[36, 128, 94, 41, 97] - 517.5603067098997
[90, 128, 94, 41, 97] - 513.1001357127
[36, 90, 128, 41, 97] - 517.1575040886999
[36, 90, 128, 94, 41] - 526.4771608177006
[36, 38, 90, 128, 94, 97] - 517.9714580901118
[11, 38, 6] - 553.9146420000002
[11, 6, 97] - 530.1867000000005
[11, 6, 94] - 556.6061250000001
[11, 36, 6] - 559.2242299999996
[11, 6, 90] - 560.215243
[11, 23, 104] - 642.3159830000005
[11, 1, 23] - 605.0613940000005
[11, 23, 71] - 597.3412800000001
[11, 23, 67, 38] - 508.55564959999913
[11, 23, 67, 36] - 513.945304429999
[11, 23, 67, 90] - 507.9408542200003
[11, 23, 41] - 626.7799169999987
[11, 23, 36, 38] - 511.1769201599997
[11, 23, 97] - 608.1998349999992
[11, 23, 36, 94] - 507.7820393500006
[11, 23, 36, 90] - 511.4988985300009
[11, 55, 41] - 543.2227829999996
[11, 55, 38] - 624.1940760000002
[11, 55, 97] - 552.8587640000001
[11, 55, 94] - 637.7041209999987
[11, 55, 36] - 637.3026570000009
[11, 55, 90] - 644.1185869999986
[11, 57, 36, 41] - 505.83584553000026
[11, 57, 38] - 667.258245999999
[11, 57, 97] - 653.1696679999992
[11, 57, 36, 94] - 517.22721873
[11, 57, 90, 94] - 513.156821079999
[11, 57, 36, 90] - 516.7062376200001
[11, 31] - 634.4088
[11, 38, 5] - 603.558488000001
[11, 5, 97] - 576.109784
[11, 5, 94] - 607.0211340000003
[11, 36, 5] - 607.9202510000011
[11, 5, 90] - 603.4103200000003
[11, 2, 120] - 548.3954220000002
[11, 24, 2] - 669.2186879999998
[11, 2, 38, 97] - 524.9803914899995
[11, 2, 38, 94] - 549.9281476400006
[11, 2, 36, 38] - 543.1326239700002
[11, 2, 38, 90] - 548.7249835699995
[11, 2, 94, 97] - 526.1748071600002
[11, 2, 36, 97] - 528.4943639900001
[11, 2, 90, 97] - 526.1273869400001
[11, 2, 36, 94] - 543.99524567
[11, 2, 90, 94] - 551.2616463899999
[11, 2, 36, 90] - 545.9920455199997
[11, 1, 104] - 570.2165979999995
[11, 104, 71] - 559.7967199999996
[11, 67, 104] - 644.9605319999997
[11, 104, 41] - 590.8583580000001
[11, 38, 104] - 645.6893210000005
[11, 104, 97] - 614.9238800000005
[11, 104, 94] - 638.6952839999996
[11, 36, 104] - 652.3757929999999
[11, 104, 90] - 644.0145549999992
[11, 56, 120] - 547.8805150000004
[11, 24, 120] - 527.5019250000001
[11, 38, 97, 120] - 546.7128740300012
[11, 38, 94, 120] - 556.87385277
[11, 36, 38, 120] - 561.0745764699996
[11, 38, 90, 120] - 556.9404142500014
[11, 94, 97, 120] - 556.2098101700002
[11, 36, 97, 120] - 559.7104453800007
[11, 90, 97, 120] - 554.8618869900006
[11, 36, 94, 120] - 571.1663817000001
[11, 90, 94, 120] - 568.0182763400006
[11, 36, 90, 120] - 571.4370364099996
[11, 1, 71] - 532.1562560000001
[11, 67, 1] - 631.3200620000013
[11, 1, 41] - 609.9442039999994
[11, 1, 38] - 626.9373920000002
[11, 1, 97] - 584.4151169999998
[11, 1, 94] - 635.7874610000005
[11, 1, 36] - 651.4368609999997
[11, 1, 90] - 641.6007649999995
[11, 88, 67] - 522.799787
[11, 88, 38] - 608.7422739999987
[11, 88, 97] - 570.8172060000002
[11, 88, 94] - 605.7255540000002
[11, 88, 36] - 621.7560009999994
[11, 88, 90] - 608.8192109999993
[11, 67, 79] - 533.2789390000008
[11, 79, 38] - 621.8762589999999
[11, 79, 97] - 590.7123770000002
[11, 79, 94] - 629.1930679999992
[11, 79, 36] - 640.2330810000005
[11, 79, 90] - 631.318854999999
[11, 56, 71] - 552.564017
[11, 67, 56] - 553.6462209999999
[11, 56, 38, 97] - 551.0899493099993
[11, 56, 38, 94] - 547.2890412499986
[11, 56, 36, 38] - 554.1188258099991
[11, 56, 38, 90] - 547.5174403299992
[11, 56, 94, 97] - 548.9884125599993
[11, 56, 36, 97] - 555.2785555400008
[11, 56, 90, 97] - 548.8894297000004
[11, 56, 36, 94] - 552.0039067800005
[11, 56, 90, 94] - 546.9223279800008
[11, 56, 36, 90] - 552.3427810500001
[11, 24, 38, 94] - 515.0138827000002
[11, 24, 36, 38] - 506.5074188899993
[11, 24, 38, 90] - 513.5735510199999
[11, 24, 94, 97] - 508.59978804000036
[11, 24, 36, 97] - 509.7602642799998
[11, 24, 90, 97] - 508.8198079099996
[11, 24, 36, 94] - 518.5510736299991
[11, 24, 90, 94] - 526.8696328800007
[11, 24, 36, 90] - 519.5814089900002
[11, 67, 38, 71] - 513.3826041600001
[11, 67, 71, 94] - 511.7436284600006
[11, 67, 36, 71] - 522.9100039300008
[11, 67, 90, 71] - 517.0587740399997
[11, 71, 41] - 546.6125360000007
[11, 38, 71, 97] - 534.8333233500006
[11, 38, 71, 94] - 573.9159809099997
[11, 36, 38, 71] - 585.8702570599992
[11, 38, 90, 71] - 578.0564362899988
[11, 71, 94, 97] - 535.2246418299993
[11, 36, 71, 97] - 545.5431532999996
[11, 90, 71, 97] - 538.0129836099995
[11, 36, 71, 94] - 586.9369749600002
[11, 90, 71, 94] - 578.5411056600009
[11, 36, 90, 71] - 591.7628469700013
[11, 67, 41] - 626.230005999999
[11, 67, 38, 97] - 610.6846293300017
[11, 67, 38, 94] - 652.9770992600002
[11, 67, 36, 38] - 663.2799220899991
[11, 67, 38, 90] - 657.2747447099993
[11, 67, 94, 97] - 613.5404580200013
[11, 67, 36, 97] - 622.0323408299997
[11, 67, 90, 97] - 617.4438634499996
[11, 67, 36, 94] - 666.1038401799997
[11, 67, 90, 94] - 660.4152253700001
[11, 67, 36, 90] - 671.975708310001
[11, 38, 41, 97] - 619.9834188499995
[11, 36, 38, 94, 41] - 513.0133165829003
[11, 38, 90, 94, 41] - 514.9362104622996
[11, 36, 38, 90, 41] - 515.3361590393998
[11, 94, 41, 97] - 617.1234295000003
[11, 36, 41, 97] - 623.2789473499992
[11, 90, 41, 97] - 618.5882505600005
[11, 36, 90, 94, 41] - 512.6363649845997
[11, 36, 38, 90, 94, 97] - 535.6239674056112
[23, 104, 6] - 565.5291909999997
[23, 6, 71] - 518.5063100000002
[67, 23, 6] - 556.9260870000005
[23, 6, 41] - 515.4148799999999
[23, 38, 6] - 558.0761269999999
[23, 6, 97] - 539.9287280000005
[23, 6, 94] - 585.5145719999994
[23, 36, 6] - 588.4719599999996
[23, 6, 90] - 590.6696150000004
[55, 6] - 644.2299999999991
[57, 38, 6, 41] - 544.9894500500001
[57, 6, 41, 97] - 529.7544160099998
[57, 6, 94, 41] - 545.8814649900015
[57, 36, 6, 41] - 546.0702810099998
[57, 6, 90, 41] - 547.5525840500006
[57, 38, 6, 97] - 521.7792981700012
[57, 38, 6, 94] - 538.5914102800006
[57, 36, 38, 6] - 539.2706782400004
[57, 38, 6, 90] - 540.1739586100005
[57, 6, 94, 97] - 547.6225021999995
[57, 36, 6, 97] - 547.9706004199992
[57, 6, 90, 97] - 548.5375293399993
[57, 36, 6, 94] - 564.6176413300003
[57, 6, 90, 94] - 565.3093166100011
[57, 36, 6, 90] - 565.8701543400003
[1, 6, 31] - 658.634813999999
[56, 6, 31] - 574.9824760000007
[6, 71, 31] - 555.4541270000004
[67, 6, 31] - 566.0555829999995
[6, 41, 31] - 650.4242820000001
[6, 97, 31] - 636.3820420000013
[6, 94, 31] - 663.7741600000005
[36, 6, 31] - 662.0836459999988
[6, 90, 31] - 683.0076559999986
[24, 2, 6] - 530.8667050000003
[2, 38, 6] - 659.7391369999995
[2, 6, 97] - 644.9895359999998
[2, 6, 94] - 656.7979739999992
[2, 36, 6] - 659.472701
[2, 6, 90] - 661.4859199999987
[104, 6, 71] - 529.4113419999999
[67, 104, 6] - 569.7317849999993
[104, 6, 41] - 511.25753400000013
[38, 104, 6] - 573.5868510000006
[104, 6, 97] - 577.38297
[104, 6, 94] - 576.636585000001
[36, 104, 6] - 580.8240780000006
[104, 6, 90] - 601.5393130000002
[38, 6, 120] - 657.6915540000003
[6, 90, 97, 120] - 508.43730449000003
[36, 6, 94, 120] - 508.3018748499995
[6, 90, 94, 120] - 509.2497972600002
[36, 6, 90, 120] - 511.6031496199991
[56, 1, 6] - 590.8547730000006
[1, 6, 71] - 557.4385739999994
[67, 1, 6] - 605.2729640000002
[1, 6, 41] - 669.4011960000009
[1, 6, 90, 97] - 519.11022214
[1, 36, 6, 94] - 524.9902036800004
[1, 6, 90, 94] - 526.420128790001
[1, 36, 6, 90] - 525.916927410001
[88, 79, 6] - 548.6400000000003
[88, 56, 6] - 544.1578879999996
[88, 36, 6, 97] - 505.27641181000104
[88, 36, 6, 94] - 522.235012110001
[88, 6, 90, 94] - 521.8987598799994
[88, 36, 6, 90] - 524.5048033699993
[56, 79, 6] - 535.8111880000002
[79, 6, 97] - 669.6813269999998
[79, 36, 6, 94] - 522.6803508199996
[79, 6, 90, 94] - 522.7955043699998
[79, 36, 6, 90] - 525.6000808700002
[56, 6, 71] - 645.1206230000012
[67, 56, 6] - 640.4170109999988
[56, 6, 41] - 643.2719489999995
[56, 38, 6] - 662.4132719999991
[56, 36, 6, 94, 97] - 511.6228157273
[56, 6, 90, 94, 97] - 513.5459217764002
[56, 36, 6, 90, 97] - 512.2053640976002
[56, 36, 6, 90, 94] - 509.0405218842997
[24, 6, 41] - 528.6767479999995
[24, 38, 6] - 573.2975800000004
[24, 6, 94, 97] - 584.4533037399993
[24, 36, 6, 97] - 583.7450468700001
[24, 6, 90, 97] - 600.3408494099995
[24, 36, 6, 94] - 581.9990722499995
[24, 6, 90, 94] - 586.3247192999993
[24, 36, 6, 90] - 581.440666880001
[67, 6, 71] - 654.9872689999988
[6, 71, 41] - 574.7191329999994
[38, 6, 71] - 641.3144209999992
[6, 71, 94, 97] - 535.9555443499994
[36, 6, 71, 97] - 538.2203818999997
[6, 90, 71, 97] - 557.5471871500001
[36, 6, 71, 94] - 567.9815572200002
[6, 90, 71, 94] - 571.1496259599998
[36, 6, 90, 71] - 573.8526578300011
[67, 6, 41] - 611.9139140000003
[67, 36, 38, 6] - 506.75664208999854
[67, 38, 6, 90] - 524.219807029999
[67, 6, 94, 97] - 574.9723841000003
[67, 36, 6, 97] - 577.6202741399998
[67, 6, 90, 97] - 597.7428562799995
[67, 36, 6, 94] - 603.3876634699996
[67, 6, 90, 94] - 608.741120620001
[67, 36, 6, 90] - 612.119931720001
[38, 6, 41, 97] - 569.4227689499995
[38, 6, 94, 41] - 592.1558952400009
[36, 38, 6, 41] - 590.860346019999
[38, 6, 90, 41] - 609.4225481800008
[36, 6, 94, 41, 97] - 538.6126809546995
[6, 90, 94, 41, 97] - 539.6630584030993
[36, 6, 90, 41, 97] - 538.7499541230001
[36, 6, 90, 94, 41] - 564.5908625369013
[36, 38, 6, 94, 97] - 594.9888576840001
[38, 6, 90, 94, 97] - 594.713465262198
[36, 38, 6, 90, 97] - 599.6141458704998
[36, 38, 6, 90, 94] - 621.6654813584001
[36, 6, 90, 94, 97] - 739.0202327179979
[55, 67, 23] - 535.6758949999994
[55, 23, 38] - 530.4825310000001
[55, 23, 94] - 526.0709250000003
[55, 23, 36] - 538.5531889999999
[55, 23, 90] - 535.3836120000004
[23, 57, 104, 31] - 578.0375536500001
[1, 23, 57, 31] - 548.6056115300003
[56, 23, 57, 31] - 542.3042010900001
[23, 57, 71, 31] - 580.3361117399988
[67, 23, 57, 31] - 579.9489374900005
[23, 57, 41, 31] - 583.3840575699999
[23, 57, 38, 31] - 572.0689708600013
[23, 57, 97, 31] - 545.8054303099991
[23, 57, 94, 31] - 579.586565930001
[23, 57, 36, 31] - 582.3847677400004
[23, 57, 90, 31] - 579.8045099500002
[1, 23, 57, 104] - 580.6294887099999
[56, 23, 57, 104] - 665.9244667400015
[23, 57, 104, 71] - 661.4455898599995
[67, 23, 57, 104] - 656.3184147399995
[23, 57, 104, 94, 41] - 505.1401374962011
[23, 57, 36, 104, 41] - 507.6499562485998
[23, 57, 104, 90, 41] - 506.65447010410037
[23, 57, 38, 104] - 667.9682510000008
[23, 57, 104, 97] - 666.9543645699993
[23, 57, 36, 104, 94] - 529.5452131197998
[23, 57, 104, 90, 94] - 528.5213699504
[23, 57, 36, 104, 90] - 530.5377666044
[56, 23, 1, 57] - 570.1511650499998
[23, 1, 57, 71] - 584.5641844599991
[67, 23, 1, 57] - 581.4762122300002
[23, 1, 57, 41] - 556.0473625099997
[23, 1, 57, 38] - 547.4628206099994
[23, 1, 57, 97] - 570.7692015499999
[23, 1, 57, 94] - 582.6368794400004
[23, 1, 57, 36] - 587.0571458700007
[23, 1, 57, 90] - 582.6429344400004
[23, 56, 57, 71] - 625.5799604199999
[67, 23, 56, 57] - 621.2929008300001
[23, 56, 57, 41] - 641.1164033200012
[23, 56, 57, 38] - 634.119646450001
[23, 56, 57, 97] - 665.8170934800005
[23, 56, 57, 94] - 669.5781618999996
[23, 56, 57, 36] - 670.0119742799998
[23, 56, 57, 90] - 667.0856076000001
[67, 23, 57, 71] - 639.0041745000002
[23, 57, 71, 41] - 632.7499253400002
[23, 57, 38, 71] - 622.6889986700003
[23, 57, 71, 97] - 627.2553996300002
[23, 57, 71, 94] - 661.9415163599994
[23, 57, 36, 71] - 664.1280234599997
[23, 57, 90, 71] - 662.3362686799991
[23, 67, 57, 41] - 633.5272932399992
[23, 67, 57, 38] - 623.3175569899995
[23, 67, 57, 97] - 622.7730351399995
[23, 67, 57, 94] - 659.241575189999
[23, 67, 57, 36] - 661.0706245599998
[23, 67, 57, 90] - 659.95091895
[23, 57, 36, 38, 41] - 506.1538179401005
[23, 57, 41, 97] - 640.4909052199996
[23, 57, 36, 94, 41] - 508.2466511845005
[23, 57, 90, 94, 41] - 506.55368415399965
[23, 57, 36, 90, 41] - 508.9783935900003
[23, 57, 38, 97] - 633.1528105800007
[23, 57, 38, 94] - 668.3585257499997
[23, 57, 38, 90] - 667.8166793900017
[23, 57, 94, 97] - 669.6872951400006
[23, 57, 36, 97] - 671.5536724699999
[23, 57, 90, 97] - 668.5862723899984
[23, 57, 36, 90, 94] - 532.2076000775993
[1, 23, 104, 31] - 549.5523137900001
[56, 23, 104, 31] - 542.7491998499996
[23, 104, 71, 31] - 582.74012767
[67, 23, 104, 31] - 580.6889178100012
[23, 104, 41, 31] - 584.5052272600002
[23, 38, 104, 31] - 575.3120266400006
[23, 104, 97, 31] - 546.5781607900005
[23, 104, 94, 31] - 579.4105081500014
[23, 36, 104, 31] - 584.5762912799997
[23, 104, 90, 31] - 582.5834277399996
[56, 23, 1, 31] - 537.4405363700002
[23, 1, 71, 31] - 612.7020071800009
[67, 23, 1, 31] - 612.6186670499992
[23, 1, 41, 31] - 618.2848368299992
[23, 1, 38, 31] - 608.0755208399997
[23, 1, 97, 31] - 538.8091471900001
[23, 1, 94, 31] - 609.7048917900014
[23, 1, 36, 31] - 617.7250113299998
[23, 1, 90, 31] - 613.4452473900013
[23, 56, 71, 31] - 544.6725249200003
[67, 23, 56, 31] - 543.3944830899994
[23, 56, 41, 31] - 549.53203923
[23, 56, 38, 31] - 540.2195025699998
[23, 56, 97, 31] - 541.3950528799993
[23, 56, 94, 31] - 543.3564341399999
[23, 56, 36, 31] - 546.9502319299997
[23, 56, 90, 31] - 543.4106802399994
[67, 23, 71, 31] - 641.5512513200006
[23, 71, 41, 31] - 644.7685055500011
[23, 38, 71, 31] - 633.4583545699992
[23, 71, 97, 31] - 549.1556041300004
[23, 71, 94, 31] - 638.4709869400002
[23, 36, 71, 31] - 644.8173952999998
[23, 90, 71, 31] - 641.886166359999
[23, 67, 41, 31] - 646.4404829299991
[23, 67, 38, 31] - 635.4100181700005
[23, 67, 97, 31] - 547.50497637
[23, 67, 94, 31] - 638.4658229299995
[23, 67, 36, 31] - 645.6506527199997
[23, 67, 90, 31] - 642.5357109699999
[23, 38, 41, 31] - 640.5835945099996
[23, 41, 97, 31] - 550.64689034
[23, 94, 41, 31] - 641.8405705499981
[23, 36, 41, 31] - 648.9446084199986
[23, 90, 41, 31] - 645.1287701100001
[23, 38, 97, 31] - 541.1591214800002
[23, 38, 94, 31] - 630.9070275899999
[23, 36, 38, 31] - 638.0462850199997
[23, 38, 90, 31] - 634.1389028399996
[23, 94, 31, 97] - 546.2767445300004
[23, 36, 31, 97] - 550.5330370099999
[23, 90, 31, 97] - 547.2823562400004
[23, 36, 94, 31] - 642.4721183299996
[23, 90, 94, 31] - 639.0065373300012
[23, 36, 90, 31] - 646.2690671700005
[23, 104, 5] - 660.9693470000002
[1, 23, 5] - 572.2751589999997
[23, 5, 71] - 615.7506050000005
[67, 23, 5] - 655.2965760000008
[23, 5, 41] - 615.7331549999994
[23, 36, 5, 38] - 509.7934381200001
[23, 5, 38, 90] - 505.16673481999914
[23, 5, 97] - 645.6504980000005
[23, 36, 5, 94] - 518.4241785199996
[23, 5, 90, 94] - 514.2594319899999
[23, 36, 5, 90] - 520.3014210899995
[23, 104, 120] - 557.3663439999993
[56, 23, 1, 104] - 569.5741586600002
[67, 23, 1, 104, 71] - 560.5341889694998
[23, 1, 104, 71, 41] - 541.7650540401996
[23, 1, 38, 104, 71] - 537.1150783067998
[23, 1, 104, 71, 97] - 551.1158210760997
[23, 1, 104, 71, 94] - 560.2759193410018
[23, 1, 36, 104, 71] - 567.0719402381001
[23, 1, 104, 90, 71] - 563.5926382146988
[23, 1, 67, 104, 41] - 586.5060045364006
[23, 1, 67, 38, 104] - 583.2024269673997
[23, 1, 67, 104, 97] - 594.9092055428988
[23, 1, 67, 104, 94] - 603.3804668208
[23, 1, 67, 36, 104] - 611.451080154201
[23, 1, 67, 104, 90] - 606.7116462846002
[23, 1, 38, 104, 41] - 585.0354749784995
[23, 1, 104, 41, 97] - 574.4294219714994
[23, 1, 104, 94, 41] - 583.0239249115998
[23, 1, 36, 104, 41] - 590.9925643070982
[23, 1, 104, 90, 41] - 586.3866479161985
[23, 1, 104, 38, 97] - 570.256258581001
[23, 1, 104, 38, 94] - 580.0453454813993
[23, 1, 36, 104, 38] - 588.0630883263999
[23, 1, 104, 38, 90] - 582.727982873901
[23, 1, 104, 94, 97] - 592.9929817867995
[23, 1, 36, 104, 97] - 600.7147178776008
[23, 1, 104, 90, 97] - 595.8465064673993
[23, 1, 36, 104, 94] - 610.7787131736009
[23, 1, 104, 90, 94] - 605.2104975210004
[23, 1, 36, 104, 90] - 613.8551477999013
[88, 23, 79, 104] - 524.1120626000003
[88, 23, 104, 71] - 539.7773914799991
[88, 67, 23, 104] - 594.6682069599985
[88, 23, 104, 41] - 531.3698457699991
[88, 23, 38, 104] - 610.7146217799994
[88, 23, 104, 97] - 606.7131093099991
[88, 23, 104, 94] - 640.1979798700003
[88, 23, 36, 104] - 649.8430855299994
[88, 23, 104, 90] - 643.2976790100003
[23, 79, 104, 71] - 540.6125689099987
[67, 23, 79, 104] - 594.8305400700007
[23, 79, 104, 41] - 530.2518101299994
[23, 79, 38, 104] - 614.5197944699987
[23, 79, 104, 97] - 604.5255438899993
[23, 79, 104, 94] - 642.1193650299994
[23, 79, 36, 104] - 646.6864476799994
[23, 79, 104, 90] - 647.94789692
[23, 56, 104, 71] - 627.0303299000002
[67, 23, 56, 104] - 620.5795405100004
[23, 56, 104, 41] - 642.1344812099989
[23, 56, 38, 104] - 636.6573632300011
[23, 56, 104, 97] - 666.9301286700005
[23, 56, 36, 104, 94] - 505.02365287069966
[23, 56, 36, 104, 90] - 505.52973241949945
[23, 67, 104, 71, 41] - 582.6467629987002
[23, 67, 38, 104, 71] - 639.4406764232992
[23, 67, 104, 71, 97] - 633.8350172144006
[23, 67, 104, 71, 94] - 659.2628245713008
[23, 67, 36, 104, 71] - 666.7675759209008
[23, 67, 104, 90, 71] - 664.8022308676997
[23, 38, 104, 71, 41] - 597.2565270975009
[23, 104, 71, 41, 97] - 570.204642713
[23, 104, 71, 94, 41] - 595.9196010783993
[23, 36, 104, 71, 41] - 602.2472800396005
[23, 104, 90, 71, 41] - 600.3716753365995
[23, 104, 38, 71, 97] - 626.0217318799998
[23, 104, 38, 71, 94] - 651.4900202646002
[23, 36, 104, 38, 71] - 659.4253884172983
[23, 104, 38, 90, 71] - 656.0553346289012
[23, 104, 71, 94, 97] - 647.8583557451987
[23, 36, 104, 71, 97] - 655.2821814048003
[23, 104, 90, 71, 97] - 652.3541739917983
[23, 36, 104, 90, 71, 94] - 513.4206687493111
[23, 67, 38, 104, 41] - 642.6857667374
[23, 67, 104, 41, 97] - 612.8966030735004
[23, 67, 104, 94, 41] - 640.1561165108004
[23, 67, 36, 104, 41] - 645.8602912912
[23, 67, 104, 90, 41] - 644.5577531018977
[23, 67, 36, 104, 38, 97] - 507.3718543268168
[23, 67, 104, 38, 90, 97] - 505.0653048701128
[23, 67, 36, 104, 38, 94] - 527.0981278199653
[23, 67, 104, 38, 90, 94] - 524.2133958928669
[23, 67, 36, 104, 38, 90] - 530.972829255004
[23, 67, 36, 104, 94, 97] - 521.5270522784599
[23, 67, 104, 90, 94, 97] - 518.9363465060419
[23, 67, 36, 104, 90, 97] - 525.3603351370331
[23, 67, 36, 104, 90, 94] - 545.4433805963845
[23, 104, 38, 41, 97] - 645.3559036698994
[23, 36, 104, 38, 94, 41] - 506.8902410175667
[23, 36, 104, 38, 90, 41] - 509.962405050264
[23, 104, 94, 41, 97] - 643.8745150188003
[23, 36, 104, 41, 97] - 649.7201362948002
[23, 104, 90, 41, 97] - 647.3396344009989
[23, 36, 104, 90, 94, 41] - 508.85791217334537
[23, 36, 104, 38, 94, 97] - 530.7820345033347
[23, 104, 38, 90, 94, 97] - 527.3740054452367
[23, 36, 104, 38, 90, 97] - 533.7221294785871
[23, 36, 104, 38, 90, 94] - 553.3925952868325
[23, 36, 104, 90, 94, 97] - 549.8341459040752
[23, 71, 120] - 527.4031140000002
[67, 23, 120] - 528.6675159999993
[23, 38, 120] - 512.6612160000004
[23, 97, 120] - 514.3781060000003
[23, 94, 120] - 553.7103699999997
[23, 36, 120] - 560.4211419999988
[23, 90, 120] - 556.3198439999999
[88, 23, 1] - 635.2143619999999
[23, 1, 79] - 635.2806029999998
[23, 1, 56, 71] - 573.1431894599999
[67, 23, 1, 56] - 569.2547808899992
[23, 1, 56, 41] - 543.3336504899997
[23, 1, 56, 38] - 535.5737505099996
[23, 1, 56, 97] - 569.4195691999989
[23, 1, 56, 94] - 569.7567547900013
[23, 1, 56, 36] - 575.2846732299997
[23, 1, 56, 90] - 570.0095309999992
[23, 1, 67, 71, 41] - 587.5602902235001
[23, 1, 67, 38, 71] - 582.4580325764991
[23, 1, 67, 71, 97] - 550.7548360439006
[23, 1, 67, 71, 94] - 602.6630348364001
[23, 1, 67, 36, 71] - 612.0781972596999
[23, 1, 67, 90, 71] - 606.8031037383008
[23, 1, 38, 71, 41] - 585.6570995860991
[23, 1, 71, 41, 97] - 530.6817341036011
[23, 1, 71, 94, 41] - 583.7858877626003
[23, 1, 36, 71, 41] - 593.2066236253012
[23, 1, 90, 71, 41] - 587.9398822832992
[23, 1, 38, 71, 97] - 525.8094313103005
[23, 1, 38, 71, 94] - 578.2210640498995
[23, 1, 36, 38, 71] - 587.6056588447992
[23, 1, 38, 90, 71] - 581.9503402160992
[23, 1, 71, 94, 97] - 549.7545324143002
[23, 1, 36, 71, 97] - 556.3967744903993
[23, 1, 90, 71, 97] - 551.7510407624001
[23, 1, 36, 71, 94] - 610.4879037815007
[23, 1, 90, 71, 94] - 604.7496545060004
[23, 1, 36, 90, 71] - 614.4548041689999
[23, 1, 67, 38, 41] - 632.1902093919001
[23, 1, 67, 41, 97] - 574.9300765935
[23, 1, 67, 94, 41] - 628.894026100099
[23, 1, 67, 36, 41] - 639.2922920955001
[23, 1, 67, 90, 41] - 632.8134886679993
[23, 1, 67, 38, 97] - 571.6805386122005
[23, 1, 67, 38, 94] - 625.2748370218993
[23, 1, 67, 36, 38] - 635.7277011078014
[23, 1, 67, 38, 90] - 628.7997128596999
[23, 1, 67, 94, 97] - 592.7121993491
[23, 1, 67, 36, 97] - 600.6976896019011
[23, 1, 67, 90, 97] - 595.0386440870981
[23, 1, 67, 36, 94] - 655.8264527010003
[23, 1, 67, 90, 94] - 648.5335183369006
[23, 1, 67, 36, 90] - 659.5710143227999
[23, 1, 38, 41, 97] - 572.4131195658995
[23, 1, 38, 94, 41] - 626.6317148939008
[23, 1, 36, 38, 41] - 637.0160677657007
[23, 1, 38, 90, 41] - 630.0211473965016
[23, 1, 94, 41, 97] - 571.6087093802005
[23, 1, 36, 41, 97] - 579.4647577784
[23, 1, 90, 41, 97] - 573.7650471850008
[23, 1, 36, 94, 41] - 635.0638712316983
[23, 1, 90, 94, 41] - 627.9165673312007
[23, 1, 36, 90, 41] - 638.7803053677983
[23, 1, 38, 94, 97] - 568.1666069075999
[23, 1, 36, 38, 97] - 576.0696053579993
[23, 1, 38, 90, 97] - 569.7763288475002
[23, 1, 36, 38, 94] - 631.5267068931018
[23, 1, 38, 90, 94] - 623.7301518118995
[23, 1, 36, 38, 90] - 635.0224988003997
[23, 1, 36, 94, 97] - 599.7738313932992
[23, 1, 90, 94, 97] - 593.4209797996995
[23, 1, 36, 90, 97] - 601.4669343156014
[23, 1, 36, 90, 94] - 657.123977972901
[88, 23, 79, 38] - 507.1256376799999
